call_id,rep_id,rep_name,rep_region,npi,call_date,call_type,detailing_topic,outcome
CALL3001210,REP001,Alice Carter,East,1800000224,2025-12-10,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001211,REP004,Diana Prince,Midwest,1800000249,2025-02-20,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001212,REP001,Alice Carter,East,1800000156,2025-06-16,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3001213,REP005,Ethan Hunt,Northeast,1800000157,2025-05-02,Virtual Video,Safety & Tolerability,Favorable
CALL3001214,REP002,Bob Mendez,West,1800000111,2025-09-09,Virtual Video,Clinical Trials Data,Neutral
CALL3001215,REP003,Charlie Vance,South,1800000185,2025-01-25,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001216,REP002,Bob Mendez,West,1800000031,2025-02-05,In-Person,Safety & Tolerability,High Interest
CALL3001217,REP002,Bob Mendez,West,1800000224,2025-08-26,Virtual Video,Safety & Tolerability,High Interest
CALL3001218,REP004,Diana Prince,Midwest,1800000062,2025-02-04,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3001219,REP005,Ethan Hunt,Northeast,1800000153,2025-04-25,Virtual Video,Clinical Trials Data,Favorable
CALL3001220,REP002,Bob Mendez,West,1800000072,2025-01-09,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3001221,REP002,Bob Mendez,West,1800000082,2025-05-29,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001222,REP002,Bob Mendez,West,1800000201,2025-03-13,Email Follow-up,Clinical Trials Data,Favorable
CALL3001223,REP003,Charlie Vance,South,1800000039,2025-10-25,Email Follow-up,Clinical Trials Data,Favorable
CALL3001224,REP005,Ethan Hunt,Northeast,1800000005,2025-08-18,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3001225,REP004,Diana Prince,Midwest,1800000053,2025-04-18,In-Person,Safety & Tolerability,Favorable
CALL3001226,REP005,Ethan Hunt,Northeast,1800000225,2025-01-14,In-Person,Safety & Tolerability,Favorable
CALL3001227,REP004,Diana Prince,Midwest,1800000015,2025-11-20,Email Follow-up,Efficacy Profile,Unfavorable
CALL3001228,REP002,Bob Mendez,West,1800000019,2025-05-27,In-Person,Clinical Trials Data,Favorable
CALL3001229,REP002,Bob Mendez,West,1800000100,2025-02-27,Virtual Video,Safety & Tolerability,Unfavorable
CALL3001230,REP002,Bob Mendez,West,1800000052,2025-10-08,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001231,REP003,Charlie Vance,South,1800000088,2025-11-20,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3001232,REP003,Charlie Vance,South,1800000210,2025-02-11,Phone Call,Safety & Tolerability,Favorable
CALL3001233,REP005,Ethan Hunt,Northeast,1800000175,2025-06-24,Email Follow-up,Safety & Tolerability,Neutral
CALL3001234,REP001,Alice Carter,East,1800000247,2025-07-15,Email Follow-up,Efficacy Profile,Favorable
CALL3001235,REP002,Bob Mendez,West,1800000035,2025-12-16,Virtual Video,Clinical Trials Data,High Interest
CALL3001236,REP005,Ethan Hunt,Northeast,1800000005,2025-05-02,In-Person,Safety & Tolerability,Neutral
CALL3001237,REP004,Diana Prince,Midwest,1800000080,2025-05-30,Virtual Video,Market Access & Formulary Update,High Interest
CALL3001238,REP001,Alice Carter,East,1800000085,2025-12-13,Virtual Video,Safety & Tolerability,Unfavorable
CALL3001239,REP003,Charlie Vance,South,1800000144,2025-04-25,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001240,REP003,Charlie Vance,South,1800000011,2025-11-11,In-Person,Efficacy Profile,Favorable
CALL3001241,REP005,Ethan Hunt,Northeast,1800000019,2025-09-16,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3001242,REP002,Bob Mendez,West,1800000163,2025-07-18,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3001243,REP001,Alice Carter,East,1800000064,2025-12-12,In-Person,Efficacy Profile,Busy - Left Materials
CALL3001244,REP004,Diana Prince,Midwest,1800000238,2025-10-22,In-Person,Safety & Tolerability,Neutral
CALL3001245,REP004,Diana Prince,Midwest,1800000144,2025-01-21,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3001246,REP003,Charlie Vance,South,1800000102,2025-02-03,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3001247,REP003,Charlie Vance,South,1800000121,2025-03-13,Email Follow-up,Clinical Trials Data,Favorable
CALL3001248,REP002,Bob Mendez,West,1800000078,2025-01-20,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3001249,REP004,Diana Prince,Midwest,1800000128,2025-03-18,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001250,REP005,Ethan Hunt,Northeast,1800000107,2025-07-19,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3001251,REP002,Bob Mendez,West,1800000212,2025-06-03,Virtual Video,Efficacy Profile,Unfavorable
CALL3001252,REP001,Alice Carter,East,1800000187,2025-09-19,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3001253,REP005,Ethan Hunt,Northeast,1800000130,2025-03-11,Virtual Video,Clinical Trials Data,Unfavorable
CALL3001254,REP005,Ethan Hunt,Northeast,1800000191,2025-07-10,Virtual Video,Co-pay Assistance Program,Favorable
CALL3001255,REP001,Alice Carter,East,1800000085,2025-07-30,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3001256,REP004,Diana Prince,Midwest,1800000058,2025-07-03,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3001257,REP003,Charlie Vance,South,1800000247,2025-07-18,Phone Call,Safety & Tolerability,Unfavorable
CALL3001258,REP005,Ethan Hunt,Northeast,1800000239,2025-01-04,Phone Call,Safety & Tolerability,High Interest
CALL3001259,REP002,Bob Mendez,West,1800000102,2025-03-02,In-Person,Efficacy Profile,Neutral
CALL3001260,REP004,Diana Prince,Midwest,1800000241,2025-11-20,In-Person,Co-pay Assistance Program,High Interest
CALL3001261,REP001,Alice Carter,East,1800000241,2025-01-12,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001262,REP003,Charlie Vance,South,1800000001,2025-01-24,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3001263,REP003,Charlie Vance,South,1800000224,2025-08-03,Virtual Video,Clinical Trials Data,High Interest
CALL3001264,REP004,Diana Prince,Midwest,1800000232,2025-08-22,Phone Call,Safety & Tolerability,High Interest
CALL3001265,REP003,Charlie Vance,South,1800000147,2025-05-06,Phone Call,Co-pay Assistance Program,High Interest
CALL3001266,REP003,Charlie Vance,South,1800000216,2025-09-12,Virtual Video,Safety & Tolerability,Unfavorable
CALL3001267,REP004,Diana Prince,Midwest,1800000067,2025-04-05,Phone Call,Clinical Trials Data,Neutral
CALL3001268,REP002,Bob Mendez,West,1800000167,2025-06-16,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001269,REP003,Charlie Vance,South,1800000158,2025-09-09,Phone Call,Clinical Trials Data,Neutral
CALL3001270,REP001,Alice Carter,East,1800000148,2025-09-30,Phone Call,Clinical Trials Data,Neutral
CALL3001271,REP004,Diana Prince,Midwest,1800000055,2025-02-26,Email Follow-up,Efficacy Profile,Favorable
CALL3001272,REP002,Bob Mendez,West,1800000165,2025-10-15,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3001273,REP004,Diana Prince,Midwest,1800000143,2025-11-10,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3001274,REP002,Bob Mendez,West,1800000111,2025-04-26,Phone Call,Safety & Tolerability,Unfavorable
CALL3001275,REP005,Ethan Hunt,Northeast,1800000036,2025-09-15,In-Person,Market Access & Formulary Update,Favorable
CALL3001276,REP002,Bob Mendez,West,1800000025,2025-06-09,Virtual Video,Efficacy Profile,Favorable
CALL3001277,REP003,Charlie Vance,South,1800000039,2025-01-21,In-Person,Safety & Tolerability,Unfavorable
CALL3001278,REP005,Ethan Hunt,Northeast,1800000160,2025-01-16,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3001279,REP005,Ethan Hunt,Northeast,1800000178,2025-10-08,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001280,REP005,Ethan Hunt,Northeast,1800000045,2025-06-11,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3001281,REP004,Diana Prince,Midwest,1800000169,2025-01-01,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3001282,REP001,Alice Carter,East,1800000194,2025-08-11,In-Person,Clinical Trials Data,High Interest
CALL3001283,REP002,Bob Mendez,West,1800000031,2025-11-30,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3001284,REP005,Ethan Hunt,Northeast,1800000137,2025-12-06,In-Person,Clinical Trials Data,Favorable
CALL3001285,REP004,Diana Prince,Midwest,1800000109,2025-07-26,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001286,REP002,Bob Mendez,West,1800000226,2025-05-02,Virtual Video,Market Access & Formulary Update,Neutral
CALL3001287,REP003,Charlie Vance,South,1800000250,2025-06-09,Email Follow-up,Efficacy Profile,High Interest
CALL3001288,REP004,Diana Prince,Midwest,1800000146,2025-06-12,Phone Call,Market Access & Formulary Update,Neutral
CALL3001289,REP004,Diana Prince,Midwest,1800000210,2025-02-04,In-Person,Clinical Trials Data,High Interest
CALL3001290,REP003,Charlie Vance,South,1800000158,2025-05-12,Phone Call,Efficacy Profile,Neutral
CALL3001291,REP002,Bob Mendez,West,1800000099,2025-03-04,Phone Call,Co-pay Assistance Program,High Interest
CALL3001292,REP005,Ethan Hunt,Northeast,1800000226,2025-04-22,In-Person,Safety & Tolerability,Favorable
CALL3001293,REP001,Alice Carter,East,1800000215,2025-12-17,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3001294,REP001,Alice Carter,East,1800000078,2025-10-26,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001295,REP001,Alice Carter,East,1800000003,2025-01-30,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3001296,REP001,Alice Carter,East,1800000120,2025-07-14,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3001297,REP003,Charlie Vance,South,1800000191,2025-01-30,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3001298,REP001,Alice Carter,East,1800000087,2025-10-10,Phone Call,Co-pay Assistance Program,Neutral
CALL3001299,REP001,Alice Carter,East,1800000186,2025-03-10,Virtual Video,Clinical Trials Data,Favorable
CALL3001300,REP005,Ethan Hunt,Northeast,1800000067,2025-03-23,In-Person,Efficacy Profile,Busy - Left Materials
CALL3001301,REP004,Diana Prince,Midwest,1800000207,2025-05-26,Email Follow-up,Safety & Tolerability,Neutral
CALL3001302,REP005,Ethan Hunt,Northeast,1800000192,2025-05-07,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3001303,REP003,Charlie Vance,South,1800000127,2025-06-03,Phone Call,Market Access & Formulary Update,High Interest
CALL3001304,REP002,Bob Mendez,West,1800000053,2025-09-13,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3001305,REP002,Bob Mendez,West,1800000058,2025-05-11,Phone Call,Market Access & Formulary Update,Favorable
CALL3001306,REP002,Bob Mendez,West,1800000141,2025-09-30,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001307,REP001,Alice Carter,East,1800000102,2025-10-30,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001308,REP003,Charlie Vance,South,1800000111,2025-10-15,Virtual Video,Market Access & Formulary Update,Favorable
CALL3001309,REP003,Charlie Vance,South,1800000166,2025-08-22,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3001310,REP004,Diana Prince,Midwest,1800000035,2025-06-18,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3001311,REP003,Charlie Vance,South,1800000216,2025-11-20,In-Person,Safety & Tolerability,High Interest
CALL3001312,REP003,Charlie Vance,South,1800000191,2025-05-23,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3001313,REP004,Diana Prince,Midwest,1800000168,2025-08-05,Virtual Video,Efficacy Profile,Favorable
CALL3001314,REP004,Diana Prince,Midwest,1800000210,2025-01-07,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3001315,REP003,Charlie Vance,South,1800000211,2025-12-29,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3001316,REP002,Bob Mendez,West,1800000202,2025-09-13,Virtual Video,Co-pay Assistance Program,Neutral
CALL3001317,REP003,Charlie Vance,South,1800000171,2025-09-07,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3001318,REP005,Ethan Hunt,Northeast,1800000137,2025-09-13,Phone Call,Efficacy Profile,High Interest
CALL3001319,REP005,Ethan Hunt,Northeast,1800000074,2025-09-28,Virtual Video,Safety & Tolerability,Favorable
CALL3001320,REP004,Diana Prince,Midwest,1800000193,2025-04-18,Email Follow-up,Efficacy Profile,High Interest
CALL3001321,REP003,Charlie Vance,South,1800000242,2025-05-20,Email Follow-up,Efficacy Profile,Neutral
CALL3001322,REP005,Ethan Hunt,Northeast,1800000147,2025-12-18,Email Follow-up,Clinical Trials Data,High Interest
CALL3001323,REP005,Ethan Hunt,Northeast,1800000067,2025-11-19,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3001324,REP003,Charlie Vance,South,1800000179,2025-11-12,Email Follow-up,Efficacy Profile,Neutral
CALL3001325,REP001,Alice Carter,East,1800000225,2025-11-11,Email Follow-up,Clinical Trials Data,Neutral
CALL3001326,REP001,Alice Carter,East,1800000236,2025-09-18,Phone Call,Efficacy Profile,Favorable
CALL3001327,REP004,Diana Prince,Midwest,1800000065,2025-01-15,Phone Call,Safety & Tolerability,Neutral
CALL3001328,REP002,Bob Mendez,West,1800000154,2025-04-24,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001329,REP004,Diana Prince,Midwest,1800000151,2025-12-25,Email Follow-up,Safety & Tolerability,High Interest
CALL3001330,REP003,Charlie Vance,South,1800000202,2025-08-21,Virtual Video,Efficacy Profile,Unfavorable
CALL3001331,REP004,Diana Prince,Midwest,1800000072,2025-06-22,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001332,REP001,Alice Carter,East,1800000212,2025-07-25,In-Person,Clinical Trials Data,Neutral
CALL3001333,REP005,Ethan Hunt,Northeast,1800000145,2025-04-24,Phone Call,Co-pay Assistance Program,Favorable
CALL3001334,REP002,Bob Mendez,West,1800000115,2025-12-30,In-Person,Market Access & Formulary Update,High Interest
CALL3001335,REP003,Charlie Vance,South,1800000081,2025-05-16,Email Follow-up,Efficacy Profile,High Interest
CALL3001336,REP004,Diana Prince,Midwest,1800000238,2025-10-14,Email Follow-up,Safety & Tolerability,High Interest
CALL3001337,REP002,Bob Mendez,West,1800000208,2025-10-16,Email Follow-up,Safety & Tolerability,High Interest
CALL3001338,REP003,Charlie Vance,South,1800000189,2025-07-29,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001339,REP003,Charlie Vance,South,1800000013,2025-10-24,Email Follow-up,Clinical Trials Data,Favorable
CALL3001340,REP005,Ethan Hunt,Northeast,1800000223,2025-03-24,Email Follow-up,Efficacy Profile,Favorable
CALL3001341,REP005,Ethan Hunt,Northeast,1800000141,2025-04-01,Email Follow-up,Safety & Tolerability,High Interest
CALL3001342,REP001,Alice Carter,East,1800000188,2025-10-18,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3001343,REP002,Bob Mendez,West,1800000096,2025-06-03,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3001344,REP003,Charlie Vance,South,1800000138,2025-09-29,In-Person,Clinical Trials Data,Unfavorable
CALL3001345,REP002,Bob Mendez,West,1800000239,2025-01-06,Phone Call,Safety & Tolerability,Favorable
CALL3001346,REP005,Ethan Hunt,Northeast,1800000024,2025-03-11,Email Follow-up,Clinical Trials Data,Favorable
CALL3001347,REP001,Alice Carter,East,1800000194,2025-08-22,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001348,REP004,Diana Prince,Midwest,1800000138,2025-11-06,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3001349,REP005,Ethan Hunt,Northeast,1800000175,2025-10-13,Email Follow-up,Safety & Tolerability,Neutral
CALL3001350,REP002,Bob Mendez,West,1800000119,2025-06-28,In-Person,Co-pay Assistance Program,High Interest
CALL3001351,REP004,Diana Prince,Midwest,1800000084,2025-01-30,Phone Call,Market Access & Formulary Update,High Interest
CALL3001352,REP005,Ethan Hunt,Northeast,1800000164,2025-07-09,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3001353,REP003,Charlie Vance,South,1800000113,2025-01-25,Phone Call,Market Access & Formulary Update,Neutral
CALL3001354,REP005,Ethan Hunt,Northeast,1800000203,2025-10-12,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001355,REP003,Charlie Vance,South,1800000010,2025-09-05,Virtual Video,Safety & Tolerability,Unfavorable
CALL3001356,REP003,Charlie Vance,South,1800000089,2025-07-12,Virtual Video,Safety & Tolerability,Favorable
CALL3001357,REP005,Ethan Hunt,Northeast,1800000017,2025-11-23,Email Follow-up,Efficacy Profile,High Interest
CALL3001358,REP005,Ethan Hunt,Northeast,1800000048,2025-03-15,In-Person,Market Access & Formulary Update,Neutral
CALL3001359,REP001,Alice Carter,East,1800000055,2025-04-14,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3001360,REP004,Diana Prince,Midwest,1800000092,2025-11-23,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001361,REP004,Diana Prince,Midwest,1800000200,2025-10-05,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3001362,REP005,Ethan Hunt,Northeast,1800000218,2025-05-25,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3001363,REP001,Alice Carter,East,1800000173,2025-10-06,Email Follow-up,Clinical Trials Data,Unfavorable
CALL3001364,REP001,Alice Carter,East,1800000054,2025-09-15,Virtual Video,Safety & Tolerability,High Interest
CALL3001365,REP001,Alice Carter,East,1800000157,2025-07-28,Email Follow-up,Clinical Trials Data,Neutral
CALL3001366,REP004,Diana Prince,Midwest,1800000081,2025-12-08,Virtual Video,Safety & Tolerability,Neutral
CALL3001367,REP004,Diana Prince,Midwest,1800000098,2025-05-07,Virtual Video,Market Access & Formulary Update,Favorable
CALL3001368,REP002,Bob Mendez,West,1800000115,2025-01-05,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3001369,REP004,Diana Prince,Midwest,1800000117,2025-09-06,Virtual Video,Efficacy Profile,Unfavorable
CALL3001370,REP003,Charlie Vance,South,1800000047,2025-10-24,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3001371,REP004,Diana Prince,Midwest,1800000010,2025-11-22,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001372,REP005,Ethan Hunt,Northeast,1800000023,2025-12-11,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001373,REP002,Bob Mendez,West,1800000100,2025-12-08,Virtual Video,Safety & Tolerability,High Interest
CALL3001374,REP001,Alice Carter,East,1800000227,2025-06-26,Phone Call,Clinical Trials Data,High Interest
CALL3001375,REP002,Bob Mendez,West,1800000019,2025-05-12,In-Person,Safety & Tolerability,Favorable
CALL3001376,REP005,Ethan Hunt,Northeast,1800000168,2025-11-22,Email Follow-up,Clinical Trials Data,Favorable
CALL3001377,REP001,Alice Carter,East,1800000170,2025-10-30,Phone Call,Efficacy Profile,Unfavorable
CALL3001378,REP003,Charlie Vance,South,1800000209,2025-10-21,Virtual Video,Clinical Trials Data,Neutral
CALL3001379,REP001,Alice Carter,East,1800000031,2025-09-30,Phone Call,Market Access & Formulary Update,High Interest
CALL3001380,REP002,Bob Mendez,West,1800000002,2025-04-03,Virtual Video,Efficacy Profile,Neutral
CALL3001381,REP002,Bob Mendez,West,1800000026,2025-12-08,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001382,REP001,Alice Carter,East,1800000040,2025-06-08,Virtual Video,Efficacy Profile,High Interest
CALL3001383,REP005,Ethan Hunt,Northeast,1800000185,2025-06-02,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3001384,REP004,Diana Prince,Midwest,1800000201,2025-04-25,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001385,REP001,Alice Carter,East,1800000105,2025-06-13,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3001386,REP002,Bob Mendez,West,1800000134,2025-01-25,In-Person,Clinical Trials Data,Neutral
CALL3001387,REP005,Ethan Hunt,Northeast,1800000079,2025-07-05,Email Follow-up,Safety & Tolerability,Favorable
CALL3001388,REP003,Charlie Vance,South,1800000214,2025-06-27,Phone Call,Efficacy Profile,Neutral
CALL3001389,REP002,Bob Mendez,West,1800000111,2025-01-01,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3001390,REP005,Ethan Hunt,Northeast,1800000026,2025-06-14,Phone Call,Efficacy Profile,Unfavorable
CALL3001391,REP005,Ethan Hunt,Northeast,1800000249,2025-07-06,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3001392,REP004,Diana Prince,Midwest,1800000047,2025-11-21,Email Follow-up,Safety & Tolerability,Favorable
CALL3001393,REP005,Ethan Hunt,Northeast,1800000048,2025-04-27,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001394,REP001,Alice Carter,East,1800000139,2025-06-04,Phone Call,Clinical Trials Data,High Interest
CALL3001395,REP004,Diana Prince,Midwest,1800000049,2025-03-13,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001396,REP001,Alice Carter,East,1800000169,2025-08-16,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001397,REP003,Charlie Vance,South,1800000162,2025-01-03,In-Person,Efficacy Profile,Unfavorable
CALL3001398,REP003,Charlie Vance,South,1800000119,2025-12-09,Email Follow-up,Clinical Trials Data,Unfavorable
CALL3001399,REP005,Ethan Hunt,Northeast,1800000211,2025-07-07,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3001400,REP004,Diana Prince,Midwest,1800000007,2025-08-16,In-Person,Safety & Tolerability,Neutral
CALL3001401,REP001,Alice Carter,East,1800000141,2025-05-09,Email Follow-up,Clinical Trials Data,Neutral
CALL3001402,REP002,Bob Mendez,West,1800000225,2025-01-15,Phone Call,Clinical Trials Data,Favorable
CALL3001403,REP002,Bob Mendez,West,1800000176,2025-06-02,Email Follow-up,Efficacy Profile,Unfavorable
CALL3001404,REP001,Alice Carter,East,1800000049,2025-11-23,In-Person,Co-pay Assistance Program,Favorable
CALL3001405,REP004,Diana Prince,Midwest,1800000027,2025-01-31,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3001406,REP002,Bob Mendez,West,1800000098,2025-01-31,Email Follow-up,Efficacy Profile,High Interest
CALL3001407,REP004,Diana Prince,Midwest,1800000081,2025-01-29,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3001408,REP003,Charlie Vance,South,1800000200,2025-03-16,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3001409,REP005,Ethan Hunt,Northeast,1800000003,2025-07-31,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001410,REP003,Charlie Vance,South,1800000218,2025-09-14,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001411,REP002,Bob Mendez,West,1800000003,2025-12-28,In-Person,Clinical Trials Data,Favorable
CALL3001412,REP004,Diana Prince,Midwest,1800000129,2025-05-20,Virtual Video,Clinical Trials Data,Favorable
CALL3001413,REP002,Bob Mendez,West,1800000112,2025-02-11,In-Person,Safety & Tolerability,Neutral
CALL3001414,REP003,Charlie Vance,South,1800000230,2025-11-02,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3001415,REP002,Bob Mendez,West,1800000120,2025-03-16,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3001416,REP005,Ethan Hunt,Northeast,1800000203,2025-05-11,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001417,REP004,Diana Prince,Midwest,1800000048,2025-12-12,Virtual Video,Market Access & Formulary Update,High Interest
CALL3001418,REP002,Bob Mendez,West,1800000101,2025-09-08,In-Person,Market Access & Formulary Update,Neutral
CALL3001419,REP004,Diana Prince,Midwest,1800000018,2025-10-13,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001420,REP001,Alice Carter,East,1800000225,2025-07-28,Phone Call,Efficacy Profile,Unfavorable
CALL3001421,REP001,Alice Carter,East,1800000068,2025-08-04,In-Person,Co-pay Assistance Program,Unfavorable
CALL3001422,REP005,Ethan Hunt,Northeast,1800000023,2025-03-19,Virtual Video,Clinical Trials Data,Favorable
CALL3001423,REP002,Bob Mendez,West,1800000038,2025-09-23,In-Person,Safety & Tolerability,Unfavorable
CALL3001424,REP004,Diana Prince,Midwest,1800000154,2025-09-19,In-Person,Efficacy Profile,Favorable
CALL3001425,REP003,Charlie Vance,South,1800000125,2025-03-19,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001426,REP004,Diana Prince,Midwest,1800000233,2025-05-06,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001427,REP003,Charlie Vance,South,1800000018,2025-11-16,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001428,REP004,Diana Prince,Midwest,1800000210,2025-07-18,Email Follow-up,Efficacy Profile,Favorable
CALL3001429,REP005,Ethan Hunt,Northeast,1800000223,2025-03-30,Email Follow-up,Co-pay Assistance Program,Unfavorable
CALL3001430,REP005,Ethan Hunt,Northeast,1800000022,2025-06-02,Virtual Video,Market Access & Formulary Update,Favorable
CALL3001431,REP005,Ethan Hunt,Northeast,1800000245,2025-08-15,Phone Call,Efficacy Profile,Neutral
CALL3001432,REP002,Bob Mendez,West,1800000004,2025-10-09,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001433,REP001,Alice Carter,East,1800000232,2025-02-22,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001434,REP001,Alice Carter,East,1800000090,2025-02-08,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001435,REP005,Ethan Hunt,Northeast,1800000143,2025-12-29,Virtual Video,Clinical Trials Data,High Interest
CALL3001436,REP002,Bob Mendez,West,1800000041,2025-03-28,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3001437,REP001,Alice Carter,East,1800000061,2025-07-12,In-Person,Co-pay Assistance Program,Favorable
CALL3001438,REP004,Diana Prince,Midwest,1800000069,2025-06-26,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001439,REP004,Diana Prince,Midwest,1800000199,2025-05-07,Phone Call,Efficacy Profile,Unfavorable
CALL3001440,REP001,Alice Carter,East,1800000147,2025-03-08,Email Follow-up,Co-pay Assistance Program,Unfavorable
CALL3001441,REP003,Charlie Vance,South,1800000182,2025-09-24,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3001442,REP003,Charlie Vance,South,1800000152,2025-06-05,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001443,REP002,Bob Mendez,West,1800000119,2025-12-10,In-Person,Efficacy Profile,Unfavorable
CALL3001444,REP002,Bob Mendez,West,1800000066,2025-12-01,Email Follow-up,Clinical Trials Data,Neutral
CALL3001445,REP005,Ethan Hunt,Northeast,1800000081,2025-09-05,Email Follow-up,Safety & Tolerability,Favorable
CALL3001446,REP004,Diana Prince,Midwest,1800000031,2025-12-19,In-Person,Market Access & Formulary Update,Favorable
CALL3001447,REP003,Charlie Vance,South,1800000031,2025-08-26,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001448,REP001,Alice Carter,East,1800000107,2025-06-10,In-Person,Market Access & Formulary Update,High Interest
CALL3001449,REP004,Diana Prince,Midwest,1800000013,2025-04-15,Email Follow-up,Clinical Trials Data,High Interest
CALL3001450,REP002,Bob Mendez,West,1800000084,2025-03-25,Phone Call,Safety & Tolerability,Unfavorable
